Player,Batting Classification,Bowling Classification,DOB,Debut Date
JG Bista,Right-hand batsman,Right-arm off-break,1995-12-23,2015-04-01
SS Singh,Right-hand batsman,Right-arm medium pace,1991-11-21,2015-04-01
SM Shaikh,Right-hand batsman,Right-arm medium-fast,1990-11-25,2015-04-01
AP Parkar,Right-hand batsman,Right-arm fast-medium,1994-05-20,2015-04-01
TU Deshpande,Left-hand batsman,Right-arm fast-medium,1995-05-15,2015-04-01
WAHN Wickramasinghe,Right-hand batsman,Leg-break,1991-01-08,2015-04-02
MNM Dilshad,Left-hand batsman,Left-arm fast-medium,1992-04-30,2015-04-02
CAK Rajitha,Right-hand batsman,Right-arm medium-fast,1993-06-01,2015-04-02
JMUB Jayasena,Right-hand batsman,Right-arm medium-fast,1989-02-21,2015-04-02
R Damodaran,Right-hand batsman,Right-arm off-break,1992-05-28,2015-04-02
PGCSP Pussegolla,Right-hand batsman,Right-arm off-break  Right-arm medium-fast,1987-07-14,2015-04-02
WC de Silva,Right-hand batsman,Slow left-arm orthodox,1993-10-08,2015-04-02
MARS Fernando,Left-hand batsman,null,1995-05-15,2015-04-02
AKV Adikari,Left-hand batsman,Slow left-arm orthodox,1993-10-06,2015-04-02
SNT de Silva,Left-hand batsman,Right-arm fast-medium,1993-12-16,2015-04-02
C Gamage,Left-hand batsman,Right-arm off-break,1987-02-04,2015-04-02
SD Withanawasam,Left-hand batsman,Leg-break,1995-03-04,2015-04-02
SN Nirmohi,Left-hand batsman,Right-arm fast-medium,1991-11-02,2015-04-02
Avinash Kumar,Right-hand batsman,Leg-break and googly,1994-10-19,2015-04-02
PR Munda,Right-hand batsman,Leg-break and googly,1991-11-07,2015-04-03
Anmolpreet Singh,Right-hand batsman,Right-arm off-break,1998-03-28,2015-04-03
SS Gill,Right-hand batsman,Right-arm medium-fast,1991-12-16,2015-04-03
PDC Damith,Left-hand batsman,Right-arm medium-fast,1990-08-11,2015-04-04
KDV Wimalasekara,Right-hand batsman,Right-arm off-break,1991-12-09,2015-04-04
WSR Samarawickrama,Right-hand batsman,null,1995-08-30,2015-04-04
PHT Kaushal,Right-hand batsman,Right-arm off-break,1993-03-05,2015-04-04
KLJ Vimukthi,Right-hand batsman,Right-arm fast-medium,1995-07-12,2015-04-04
DET Rathnayake,Right-hand batsman,Right-arm off-break,1992-01-23,2015-04-04
BY Mishra,Right-hand batsman,Right-arm medium pace,1992-01-07,2015-04-04
MUB Sriram,Right-hand batsman,Leg-break and googly,1992-09-21,2015-04-04
RACM Rajapaksa,Right-hand batsman,Right-arm medium-fast,1993-09-13,2015-04-05
LK Fransisco,Left-hand batsman,null,1994-10-31,2015-04-05
LEK Edirisinghe,Left-hand batsman,Right-arm off-break,1993-01-31,2015-04-05
WSM de Silva,Right-hand batsman,Slow left-arm orthodox,1992-10-30,2015-04-05
LL Madushanka,Right-hand batsman,Right-arm off-break,1990-12-10,2015-04-05
M Ravichandrakumar,Right-hand batsman,Leg-break,1994-12-23,2015-04-05
MAS Jayathilake,Left-hand batsman,Slow left-arm orthodox,1993-05-08,2015-04-05
DSL Ratnayake,Right-hand batsman,Right-arm off-break,1999-03-21,2015-04-05
MDDCR Gunathilake,Right-hand batsman,Right-arm off-break,1992-12-04,2015-04-05
KGCP Kumara,Right-hand batsman,Right-arm off-break,1984-10-07,2015-04-05
WAI Rangana,Left-hand batsman,Right-arm medium pace,1993-06-06,2015-04-05
V Galetiya,Right-hand batsman,Right-arm medium pace,1992-12-10,2015-04-05
ED Kerkar,Right-hand batsman,Right-arm (unknown style),1993-09-10,2015-04-05
NA Patil,Right-hand batsman,Right-arm off-break,1989-11-21,2015-04-05
PSW Fernando,Left-hand batsman,Right-arm off-break,1994-01-01,2015-04-06
WAH Vimarshana,Right-hand batsman,Right-arm medium pace,1994-11-28,2015-04-06
AWL Silva,Right-hand batsman,Right-arm off-break,1994-11-16,2015-04-07
STR Jayawardene,Right-hand batsman,Leg-break,1984-12-02,2015-04-07
WSC Wanigasekera,Right-hand batsman,Right-arm medium pace,1993-05-03,2015-04-07
GCM Fernando,Left-hand batsman,Left-arm medium-fast,1992-08-18,2015-04-07
LR Krishantha,Left-hand batsman,Right-arm medium-fast,1990-07-25,2015-04-07
OI Buddika,Left-hand batsman,null,1993-10-04,2015-04-07
HH Ramanayake,Right-hand batsman,Right-arm medium-fast,1995-04-18,2015-04-07
H Jayasundera,null,null,-,2015-04-08
MMMS Cooray,Left-hand batsman,Right-arm off-break,1995-03-15,2015-04-08
UJ Ranasinghe,Right-hand batsman,Right-arm off-break,1992-04-27,2015-04-08
DMAD Karunaratne,Right-hand batsman,Left-arm medium-fast,1986-09-18,2015-04-08
MWC Samantha,Right-hand batsman,Leg-break,1987-12-09,2015-04-08
KC Cariappa,Right-hand batsman,Right-arm off-break,1994-04-13,2015-04-11
Mustafizur Rahman,Left-hand batsman,Left-arm medium pace,1995-09-06,2015-04-24
Mohammad Nasim,Right-hand batsman,null,1982-02-02,2015-05-11
Ehtisham Sultan,Right-hand batsman,null,1995-05-17,2015-05-11
Tayyab Riaz,Right-hand batsman,Right-arm medium-fast,1992-02-20,2015-05-11
Nauman Anwar,Right-hand batsman,Right-arm medium-fast,1995-10-12,2015-05-11
Ahmed Butt,Right-hand batsman,null,1981-01-26,2015-05-11
Sultan Ahmed,Left-hand batsman,Slow left-arm orthodox,1989-10-11,2015-05-11
Bilal Shah,null,null,-,2015-05-12
Ahmed Rasheed,Right-hand batsman,Leg-break,1991-06-08,2015-05-12
Ammar Ali,Right-hand batsman,null,1988-05-24,2015-05-12
Aftab Niazi,Right-hand batsman,null,-,2015-05-12
Kashif Mansha,null,null,-,2015-05-12
Sadaf Mehdi,Right-hand batsman,Right-arm medium-fast,1994-08-14,2015-05-12
Majid Ali,Right-hand batsman,Left-arm fast-medium,1994-07-19,2015-05-12
Yasir Butt,Left-hand batsman,Right-arm off-break,1988-08-18,2015-05-14
Ahsan Jamil,Right-hand batsman,Slow left-arm chinaman,1992-10-06,2015-05-14
Sadaqat Ali,null,Slow left-arm orthodox,-,2015-05-14
Bilal Asif,Right-hand batsman,Right-arm off-break,1985-09-24,2015-05-15
Javedullah,Right-hand batsman,Right-arm off-break,1980-10-24,2015-05-15
MD Taylor,Right-hand batsman,Left-arm medium-fast,1994-07-08,2015-05-15
NLJ Browne,Left-hand batsman,Leg-break,1991-03-24,2015-05-15
CJ Taylor,Right-hand batsman,Right-arm medium pace,1997-06-26,2015-05-15
LS Livingstone,Right-hand batsman,Leg-break,1993-08-04,2015-05-15
TE Bailey,Right-hand batsman,Right-arm fast-medium,1991-04-21,2015-05-15
TP Lewis,Left-hand batsman,Right-arm medium pace,1991-03-07,2015-05-15
MD Fisher,Right-hand batsman,Right-arm fast-medium,1997-11-09,2015-05-15
Sikander Khan,Right-hand batsman,Right-arm off-break,1995-05-02,2015-05-16
Mohammad Azeem,null,null,-,2015-05-16
Fazal Subhan,Right-hand batsman,Right-arm medium-fast,1988-01-01,2015-05-16
DW Lawrence,Right-hand batsman,Right-arm off-break,1997-07-12,2015-05-16
Adil Mehmood,Right-hand batsman,Right-arm medium pace,1988-12-31,2015-05-18
ZE Green,Left-hand batsman,null,1996-10-11,2015-05-18
J Overton,Right-hand batsman,Right-arm fast-medium,1994-04-10,2015-05-22
EG Barnard,Right-hand batsman,Right-arm fast-medium,1995-11-20,2015-05-22
ND Pinner,Right-hand batsman,Right-arm off-break,1990-09-28,2015-05-28
NA Sowter,Right-hand batsman,Leg-break,1992-10-12,2015-05-28
G Clark,Right-hand batsman,Leg-break,1993-03-16,2015-06-05
RC Davies,Right-hand batsman,null,1996-11-05,2015-06-12
S Mahmood,Right-hand batsman,Right-arm fast-medium,1997-02-25,2015-06-12
NRT Gubbins,Left-hand batsman,Leg-break,1993-12-31,2015-06-14
SW Poynter,Right-hand batsman,null,1990-10-18,2015-06-18
DA Rankin,Right-hand batsman,Right-arm off-break,1987-08-02,2015-06-18
J Anderson,Right-hand batsman,Leg-break,1982-10-06,2015-06-18
CA Young,Right-hand batsman,Right-arm medium pace,1990-04-04,2015-06-18
TE Kane,Right-hand batsman,Right-arm medium-fast,1994-07-08,2015-06-18
HG Munsey,Left-hand batsman,Leg-break  Right-arm medium-fast,1993-02-22,2015-06-18
AC Evans,Right-hand batsman,Right-arm medium-fast,1989-01-12,2015-06-18
MRJ Watt,Left-hand batsman,Slow left-arm orthodox,1996-07-29,2015-06-18
IAA Thomas,Right-hand batsman,Right-arm medium-fast,1991-09-25,2015-06-18
GT Main,Right-hand batsman,Right-arm medium-fast,1995-02-28,2015-06-19
SM Curran,Left-hand batsman,Left-arm medium-fast,1998-06-03,2015-06-19
OH Freckingham,Right-hand batsman,Right-arm medium pace,1988-11-12,2015-06-19
N Dutta,Right-hand batsman,Right-arm off-break,1994-10-13,2015-06-24
KC Karan,Right-hand batsman,Right-arm fast-medium,1991-10-10,2015-06-30
TP VisÃƒÂ©e,Right-hand batsman,null,1991-01-21,2015-07-01
MP O'Dowd,Right-hand batsman,Right-arm off-break,1994-03-04,2015-07-01
MB van Schelven,Left-hand batsman,Slow left-arm orthodox,1989-04-03,2015-07-01
RI Ahmed,Right-hand batsman,null,1994-01-03,2015-07-02
RJ Sayer,Right-hand batsman,Right-arm off-break,1995-01-25,2015-07-03
Mohammad Shehzad,Right-hand batsman,Right-arm medium pace,1979-08-15,2015-07-09
Umair Ali,Right-hand batsman,null,1986-03-03,2015-07-09
Mohammad Tauqir,Right-hand batsman,Right-arm off-break,1972-01-14,2015-07-09
Sharafuddin Ashraf,Right-hand batsman,Slow left-arm orthodox,1995-01-10,2015-07-09
M Deyal,Left-hand batsman,Right-arm off-break,1993-04-07,2015-07-09
NS Dhaliwal,Right-hand batsman,Right-arm medium-fast,1988-10-10,2015-07-10
SS Dhindsa,Right-hand batsman,Right-arm fast-medium,1991-02-05,2015-07-10
NK Patel,Right-hand batsman,Right-arm medium pace,1986-11-30,2015-07-10
MS Crane,Right-hand batsman,Leg-break and googly,1997-02-18,2015-07-10
AM Ali,Right-hand batsman,Right-arm off-break,1994-12-29,2015-07-10
GFB Scott,Right-hand batsman,Right-arm medium pace,1995-11-06,2015-07-10
AHT Donald,Right-hand batsman,Right-arm off-break,1996-12-20,2015-07-10
J Shaw,Right-hand batsman,Right-arm medium-fast,1996-01-03,2015-07-10
S Vashishat,Right-hand batsman,Leg-break,1989-10-11,2015-07-10
MK Patel,Left-hand batsman,Slow left-arm orthodox,1986-10-28,2015-07-10
TK Patel,Right-hand batsman,Leg-break and googly,1983-12-01,2015-07-10
Jasdeep Singh,Right-hand batsman,Right-arm medium pace,1993-02-10,2015-07-10
H Shahid,Right-hand batsman,Right-arm medium-fast,1991-12-07,2015-07-10
JA Warrican,Right-hand batsman,Slow left-arm orthodox,1992-05-20,2015-07-10
A Rath,Left-hand batsman,Slow left-arm orthodox,1997-11-05,2015-07-11
EJ Farley,Right-hand batsman,null,1987-10-17,2015-07-11
PW Gough,Left-hand batsman,Right-arm off-break,1984-12-13,2015-07-11
JW Jenner,Right-hand batsman,Right-arm off-break,1997-12-02,2015-07-11
CJ Bodenstein,Left-hand batsman,Left-arm medium-fast,1992-11-03,2015-07-11
CW Perchard,Right-hand batsman,Right-arm medium pace,1992-07-18,2015-07-11
B Kynman,Right-hand batsman,Right-arm fast-medium,1995-04-18,2015-07-11
BDH Stevens,Left-hand batsman,Slow left-arm orthodox,1992-05-05,2015-07-11
NAT Watkins,Right-hand batsman,Slow left-arm orthodox,1991-11-07,2015-07-11
CPF Bisson,Right-hand batsman,Right-arm medium pace,1993-06-19,2015-07-11
AW Hawkins-Kay,Right-hand batsman,Right-arm fast-medium,1990-05-19,2015-07-11
RJG Palmer,Right-hand batsman,Right-arm off-break,1996-01-22,2015-07-11
Khawar Ali,Right-hand batsman,Leg-break,1985-12-20,2015-07-11
Zeeshan Maqsood,Left-hand batsman,Slow left-arm orthodox,1987-10-24,2015-07-11
Mehran Khan,Right-hand batsman,Right-arm off-break,1987-04-13,2015-07-11
MS Ansari,Right-hand batsman,Right-arm medium-fast,1982-04-01,2015-07-11
Mohammad Nadeem,Right-hand batsman,Right-arm medium-fast,1982-09-04,2015-07-12
AAA Amsterdam,Left-hand batsman,Right-arm off-break,1991-06-08,2015-07-12
NI Stanford,Right-hand batsman,Right-arm medium pace,1987-06-04,2015-07-12
L Siaka,Right-hand batsman,Right-arm fast-medium,1992-12-21,2015-07-12
CA Soper,Right-hand batsman,Right-arm medium-fast,1991-11-19,2015-07-12
LJ Hill,Right-hand batsman,Right-arm medium pace,1990-10-05,2015-07-12
ZJ Chappell,Right-hand batsman,Right-arm fast-medium,1996-08-21,2015-07-12
TN Surujbally,Right-hand batsman,Right-arm off-break,1984-05-25,2015-07-13
SA Wijeratne,Right-hand batsman,null,1989-03-06,2015-07-14
SP Terry,Right-hand batsman,Right-arm off-break,1991-08-01,2015-07-14
R Gibson,Right-hand batsman,Right-arm medium pace,1996-01-22,2015-07-14
K Carver,Left-hand batsman,Slow left-arm orthodox,1996-03-26,2015-07-14
L Nou,Right-hand batsman,Right-arm fast-medium,1987-12-31,2015-07-15
Naseer Jamali,Right-hand batsman,Left-arm fast-medium,1989-09-10,2015-07-15
EO Ochieng,Right-hand batsman,Right-arm medium pace,1993-02-18,2015-07-15
MD Hunn,Right-hand batsman,Right-arm fast-medium,1994-03-22,2015-07-17
MJ Waite,Right-hand batsman,Right-arm fast-medium,1995-12-24,2015-07-17
BO Coad,Right-hand batsman,Right-arm medium-fast,1994-01-10,2015-07-17
S Lohani,Right-hand batsman,Right-arm off-break,1995-03-02,2015-07-18
GLB Lamplough,Right-hand batsman,Right-arm medium pace,1997-11-11,2015-07-18
S Bau,Left-hand batsman,Right-arm medium pace,1992-06-23,2015-07-19
AJ Hose,Right-hand batsman,Right-arm medium pace,1992-10-25,2015-07-23
JM Clarke,Right-hand batsman,null,1996-05-26,2015-08-14
GT Griffiths,Right-hand batsman,Right-arm medium-fast,1993-11-19,2015-08-29
Zubair Khan,null,null,-,2015-09-01
Ismaeel Khan,Right-hand batsman,null,1991-11-01,2015-09-01
Mohammad Irfan,null,null,-,2015-09-01
Mohammad Adil,null,null,-,2015-09-01
Abdul Rauf,Right-hand batsman,null,1992-06-04,2015-09-01
Javed Bhutto,Right-hand batsman,Right-arm medium-fast,1989-04-10,2015-09-01
Ali Asghar,null,null,-,2015-09-01
Imtiaz Ali,Right-hand batsman,Left-arm medium-fast,1987-06-13,2015-09-01
Afraz Khoso,null,null,-,2015-09-01
Mohammad Ikhlaq,Right-hand batsman,Right-arm medium-fast,1992-11-12,2015-09-01
Usman Maroof,Right-hand batsman,null,1996-01-01,2015-09-01
Raja Naeem,null,null,1996-01-01,2015-09-01
Naveed Malik,null,null,1996-01-01,2015-09-01
Shehzad Iqbal,null,null,-,2015-09-01
Salman Irshad,Right-hand batsman,Right-arm medium pace,1995-12-03,2015-09-01
Mohammad Sarwar,Right-hand batsman,Right-arm fast-medium,1995-01-20,2015-09-01
Rahimbaz Khan,Right-hand batsman,Right-arm medium-fast,1985-11-09,2015-09-01
Shahan Akram,Right-hand batsman,Right-arm fast-medium,1994-05-20,2015-09-02
Safeer Tariq,Right-hand batsman,null,1992-12-05,2015-09-02
Mohammad Imran,Right-hand batsman,Right-arm medium-fast,1997-05-07,2015-09-02
Shahbaz Ali,Right-hand batsman,null,1990-02-27,2015-09-02
Nasir Khan,Left-hand batsman,Slow left-arm orthodox,1993-03-22,2015-09-02
Ghulam Hussain,Left-hand batsman,Slow left-arm orthodox,1995-09-30,2015-09-02
Mohammad Fahad,Left-hand batsman,Slow left-arm orthodox,1996-08-23,2015-09-02
Mohammad Asim,Right-hand batsman,Right-arm fast-medium,1987-03-05,2015-09-03
Aamer Ijaz,Right-hand batsman,Right-arm (unknown style),1984-12-01,2015-09-03
Mohammad Raza,null,null,-,2015-09-03
Ahmed Shah,Right-hand batsman,null,1993-03-10,2015-09-03
Mohammad Imtiaz,Right-hand batsman,null,1992-11-19,2015-09-04
Ali Ahmed,Right-hand batsman,null,1995-09-01,2015-09-04
Sajid Hussain,Right-hand batsman,Right-arm off-break,1994-10-20,2015-09-04
JPC Newby,Left-hand batsman,Leg-break,1993-11-20,2015-09-04
AD Galiem,Right-hand batsman,Right-arm fast-medium,1997-01-02,2015-09-04
Riasat Ali,Right-hand batsman,null,1992-11-25,2015-09-05
Irfanullah,Right-hand batsman,Right-arm off-break,-,2015-09-05
LM Jongwe,Right-hand batsman,Right-arm fast-medium,1995-02-06,2015-09-05
WP Masakadza,Left-hand batsman,Slow left-arm orthodox,1993-10-04,2015-09-05
R Claassen,Right-hand batsman,Right-arm off-break,1993-08-12,2015-09-05
LT Ngidi,Right-hand batsman,Right-arm fast-medium,1996-03-29,2015-09-05
E Sebareme,Right-hand batsman,Right-arm off-break,1995-12-19,2015-09-06
Babar Khan,Right-hand batsman,Right-arm medium-fast,1993-09-18,2015-09-08
Amad Butt,Right-hand batsman,Right-arm fast-medium,1995-05-10,2015-09-08
Saud Shakil,Left-hand batsman,Slow left-arm orthodox,1995-09-05,2015-09-08
Saifullah Bangash,Right-hand batsman,null,1995-03-21,2015-09-08
Raheel Ameer,Right-hand batsman,Right-arm off-break,1986-09-25,2015-09-09
Fahim Ashraf,Right-hand batsman,Right-arm fast-medium,1994-01-16,2015-09-09
Musadiq Ahmed,Right-hand batsman,null,1986-05-01,2015-09-09
Shahid Khan,Left-hand batsman,null,1997-11-17,2015-09-10
Junaid Ilyas,Right-hand batsman,Right-arm off-break,1990-11-04,2015-09-10
JN Malan,Right-hand batsman,Leg-break,1996-04-18,2015-09-11
Munir-ur-Rehman,Right-hand batsman,Leg-break,1993-05-03,2015-09-12
JL Marais,Right-hand batsman,Right-arm medium pace,1992-07-19,2015-09-12
N Botha,Right-hand batsman,Right-arm off-break,1995-09-14,2015-09-12
GJ George,Right-hand batsman,Right-arm off-break,1994-12-24,2015-09-12
Shah Faisal,Right-hand batsman,Right-arm (unknown style),1986-09-20,2015-09-13
Tanvir Javed,Right-hand batsman,Right-arm off-break,1991-05-13,2015-09-13
Tayyab Tahir,Right-hand batsman,Leg-break,1993-07-26,2015-09-13
Sajid Watto,null,null,-,2015-09-13
Haris Khan,Left-hand batsman,Slow left-arm orthodox,1993-03-29,2015-09-13
Darya Khan,Right-hand batsman,Right-arm off-break,1995-11-11,2015-09-13
Salman Zaib,Left-hand batsman,Left-arm medium-fast,1994-07-02,2015-09-15
MC Christensen,Right-hand batsman,Right-arm off-break,1996-07-17,2015-09-18
N Sigwili,Right-hand batsman,Left-arm fast-medium,1995-06-12,2015-09-18
CM Kirsten,Right-hand batsman,Right-arm fast,1994-01-06,2015-09-19
JC Smit,Left-hand batsman,Right-arm fast-medium,1996-08-23,2015-09-19
KA Cele,Right-hand batsman,Right-arm off-break,1993-03-19,2015-09-20
CJ Marrow,Right-hand batsman,Right-arm medium pace,1996-06-27,2015-09-25
AM Muller,Right-hand batsman,Right-arm medium-fast,1993-11-22,2015-09-25
LM Zuma,Right-hand batsman,Right-arm fast-medium,1996-07-11,2015-09-25
KJ Dudgeon,Right-hand batsman,Right-arm fast-medium,1995-11-07,2015-09-26
RN Patel,Left-hand batsman,Right-arm medium-fast,1993-06-29,2015-09-26
C le Roux,Right-hand batsman,Left-arm fast-medium,1993-03-30,2015-09-26
K Kaul,Right-hand batsman,Right-arm medium-fast,1990-04-24,2015-09-27
TK Masheshemane,Right-hand batsman,Right-arm fast-medium,1993-02-01,2015-09-27
TI Ntuli,Right-hand batsman,Right-arm off-break,1995-11-15,2015-10-03
B Kerr,Right-hand batsman,Right-arm off-break,1996-05-03,2015-10-11
N Davin,Right-hand batsman,Leg-break,1997-12-19,2015-10-18
N Setimani,Right-hand batsman,Right-arm fast-medium,1990-02-05,2015-10-18
Z Swartz,Right-hand batsman,null,1991-05-15,2015-10-24
K Pedi,Right-hand batsman,Right-arm medium-fast,1989-08-21,2015-10-24
MJ Ackerman,Left-hand batsman,Right-arm off-break,1996-03-01,2015-10-24
KZ Sereo,Right-hand batsman,Right-arm medium pace,1994-01-30,2015-10-24
Usman Ghani,Right-hand batsman,null,1996-11-20,2015-10-26
Rashid Khan,Right-hand batsman,Leg-break and googly,1998-09-20,2015-10-26
TC Bruce,Right-hand batsman,Right-arm off-break,1991-08-02,2015-11-05
JA Clarkson,Right-hand batsman,Right-arm medium pace,1997-01-21,2015-11-05
WD Barnes,Right-hand batsman,Right-arm medium-fast,1992-05-08,2015-11-05
LJ Carter,Left-hand batsman,Leg-break,1994-12-10,2015-11-06
D Potgieter,Left-hand batsman,Right-arm medium-fast,1996-08-05,2015-11-08
IC Bergh,Right-hand batsman,Leg-break,1993-05-13,2015-11-08
T Chiecktey,Right-hand batsman,null,1993-05-26,2015-11-08
HJ van der Berg,Right-hand batsman,Right-arm medium pace,1994-12-08,2015-11-08
S Yiba,Right-hand batsman,Right-arm medium-fast,1992-06-20,2015-11-08
RR O'Donnell,Right-hand batsman,Right-arm off-break,1994-09-12,2015-11-11
EJ Nuttall,Left-hand batsman,Left-arm medium-fast,1993-07-15,2015-11-12
AD Day,Right-hand batsman,Right-arm off-break,1990-04-01,2015-11-12
Jubair Hossain,Right-hand batsman,Leg-break,1995-09-12,2015-11-13
K Mogotsi,Right-hand batsman,Right-arm off-break,1995-04-24,2015-11-15
TM Phukuile,Right-hand batsman,Right-arm off-break,1991-10-04,2015-11-15
NF Kelly,Left-hand batsman,Slow left-arm orthodox,1993-07-25,2015-11-17
CJ Carter,Right-hand batsman,null,1997-09-09,2015-11-21
Aaqib Ilyas,Right-hand batsman,Right-arm off-break,1992-09-05,2015-11-21
Bilal Khan,Left-hand batsman,Left-arm medium-fast,1987-04-10,2015-11-21
Abu Haider,Right-hand batsman,Left-arm fast-medium,1996-02-14,2015-11-22
Amjad Gul,Right-hand batsman,Leg-break,-,2015-11-22
Zaheer Maqsood,Right-hand batsman,Leg-break,1985-05-05,2015-11-22
Qadeer Ahmed,Right-hand batsman,Right-arm medium-fast,1985-11-15,2015-11-22
Yasir Ali,Right-hand batsman,Right-arm off-break,1996-03-06,2015-11-23
Shadman Islam,Left-hand batsman,Slow left-arm orthodox,1995-05-18,2015-11-26
Rokhan Barakzai,Left-hand batsman,Slow left-arm orthodox,1989-01-01,2015-11-28
M Modiba,Right-hand batsman,Leg-break,1993-11-11,2015-11-29
DG Bedingham,Right-hand batsman,Right-arm off-break,1994-04-22,2015-11-29
Asif Hasan,Right-hand batsman,Slow left-arm orthodox,1993-07-24,2015-11-30
S Hicks,Right-hand batsman,Right-arm medium pace,1995-07-10,2015-12-06
OR Newton,Left-hand batsman,Right-arm medium pace,1988-08-22,2015-12-06
